"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Sylvania","Sylvania","OH","Toledo, OH","""Toledo, OH""",1494,3.56360649753605,,,,184900,0.434546442151005,6.20333141872487,0.0185992428339643,,0.0776695033582919,0.0305308020160142,64
"City","El Mirage","El Mirage","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",1495,5.90801241102391,86.84,9.7108,2.8833,176200,0.916380297823597,8.69833436150524,0.031855845629966,,0.114305587757941,0.026369168356998,55
"City","Tucker","Tucker","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1496,8.15751049461581,100,,,212900,1.04413858566683,6.3968015992004,0.0505777360263033,,0.0933871781928319,0.0252252252252252,51.5
"City","Lawrence","Lawrence","NJ","Trenton, NJ","""Trenton, NJ""",1498,5.51834276327797,100,2.6923,2.5998,266000,0.301659125188537,0.987091875474563,0.0160263157894738,,0.100734976221358,0.0600858369098712,110
"City","Rochester","Rochester","NH","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1499,0.749224311005658,80,,,175700,-0.170454545454545,5.08373205741627,0.0256972111553786,,0.107098153156987,0.0395158073563759,63
"City","Panama City","Panama City","FL","Panama City, FL","""Panama City, FL""",1500,5.90436210987406,81.82,,,170500,0.827912477823773,6.96361355081556,0.0450615835777126,,0.127789980789447,0.0603995538363328,92
"City","Sidney","Sidney","OH","Sidney, OH","""Sidney, OH""",1501,2.82624566526738,88.89,3.3824,2.6724,118400,-0.0843881856540084,6.95573622402891,,,0.0934092783723308,0.0452920081787747,71
"City","Moorpark","Moorpark","CA","Ventura, CA","""Oxnard-Thousand Oaks-Ventura, CA""",1502,7.6565066617996,85,1.2521,1.5656,638500,0.329981143934632,3.0337259964499,0.0202897415818324,,0.0499197717953289,0.0214285714285714,63
"City","Nottingham","Nottingham","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1503,4.06187260448987,75.86,1.9679,1.5792,233600,0.429922613929493,2.32150678931231,0.0230907534246576,,0.115428247305729,0.0368550368550369,76
"City","Belvidere","Belvidere","IL","Rockford, IL","""Rockford, IL""",1504,2.4940682606315,69.23,,,141100,-0.212164073550212,8.6220169361047,0.0428490432317505,,0.174540133779264,0.051497005988024,68.5
"City","Banning","Banning","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1505,5.40518342763278,95,9.2093,2.3593,234800,0.902449505801461,7.50915750915751,0.0479514480408858,,0.107475232662864,0.0418994413407821,64
"City","Baldwin","Baldwin","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1506,3.81547727687534,100,,,415800,0.26525198938992,6.31552032728202,0.0323088023088023,,0.0937435897435897,0.262582056892779,129
"City","Williamsport","Williamsport","PA","Williamsport, PA","""Williamsport, PA""",1507,2.88556305895236,,,,96000,-0.4149377593361,3.44827586206897,0.0212187500000001,,0.0813781441555696,0.0363636363636364,91
"City","San Dimas","San Dimas","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1508,8.32268662164629,100,1.5478,1.5928,602600,0.634602538410154,2.58767449778686,0.00587288416860265,,0.0375923970432946,0.0280898876404494,60.5
"City","North Olmsted","North Olmsted","OH","Cleveland, OH","""Cleveland-Elyria, OH""",1509,4.46431830626027,85.71,4.4399,4.072,153900,0.851900393184797,7.47206703910615,0.0290968161143599,,0.0868683718028696,0.0466786355475763,61
"City","Midvale","Midvale","UT","Salt Lake City, UT","""Salt Lake City, UT""",1510,5.11954736265742,,,,233900,0.214224507283633,8.89199255121043,0.0229884566053868,,0.163671685284118,0.00593471810089021,55.5
"City","Yeehaw Junction","Yeehaw Junction","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",1512,8.43858368315386,91.3,,,185500,0.705754614549403,9.375,0.047843665768194,,0.107808977249436,0.0665399239543726,83.5
"City","Dania Beach","Dania Beach","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1513,6.33966052199306,94.44,,,206100,0.683927699071812,10.8064516129032,0.0223435225618631,,0.108461538461538,0.0709219858156028,113
"City","Norwood","Norwood","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1514,1.97663807264099,100,,8.1443,430600,0.490081680280047,1.89304306672977,0.0125847654435671,,0.0511679644048943,0.0271739130434783,56.5
"City","Poinciana","Poinciana","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",1515,7.01861653586421,96.15,,,158500,0.826972010178117,10.2225312934631,0.0453817034700315,,0.13881087155455,0.077004427657391,75.5
"City","Brownsburg","Brownsburg","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",1516,5.21810549370323,100,,,170200,0.117647058823529,4.99691548426897,0.0280669800235018,,0.0580015026296018,0.0077720207253886,53.5
"City","Town of Orchard Park","Town of Orchard Park","NY","Buffalo, NY","""Buffalo-Cheektowaga-Niagara Falls, NY""",1517,5.22631867129038,,,,229900,-0.476190476190476,4.31034482758621,0.0360069595476293,,0.0278910105127655,0.0846153846153846,95
"City","Needham","Needham","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1518,9.59116627121738,100,,,841200,0.682226211849192,6.3060786048275,0.0272729434141703,,0.0373875177230894,0.00559449024397806,79
"City","Brownstown","Brownstown","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1519,6.95382369045446,0,,,183100,0.825991189427313,8.34319526627219,0.0322501365374113,,0.0706491615121328,0.0215668267355784,76
"City","North Platte","North Platte","NE","North Platte, NE","""North Platte, NE""",1520,6.94561051286731,,,,135900,-1.09170305676856,6.75569520816968,,,0.104464546250365,0.00279329608938547,78.5
"City","Lower Makefield","Lower Makefield","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1521,4.82387296951999,84,2.2014,0.5324,415000,-0.0722369371538647,1.36785539814362,0.0127999999999999,,0.0651416627960985,0.0303030303030303,86
"City","Cookeville","Cookeville","TN","Cookeville, TN","""Cookeville, TN""",1522,5.68534404088337,95.65,,,141200,0.857142857142857,5.45182972367438,,,0.0839129763740606,0.0173438534632965,71.5
"City","Naugatuck","Naugatuck","CT","New Haven, CT","""New Haven-Milford, CT""",1523,0.476364300054754,75,2.191,,165000,0.364963503649635,-2.88404944084756,0.00370909090909088,,0.243764909997831,0.0560498220640569,89.5
"City","Bristow","Bristow","VA","Washington, VA","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1524,3.7552473079029,67.74,5.1627,2.4476,446500,0.20197486535009,2.38477413437285,0.0231422172452407,,0.11067835118468,0.0234604105571848,61.5
"City","McMinnville","McMinnville","OR","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",1525,9.70980105858733,100,3.5383,0.6804,277200,0.726744186046512,11.8192819685357,0.0492135642135643,,0.0477266308952273,0.029585798816568,69
"City","Mason City","Mason City","IA","Mason City, IA","""Mason City, IA""",1526,2.13998904909655,100,,2.3602,95800,0.104493207941484,-2.64227642276423,,,0.235668789808917,0.0198198198198198,78.5
"City","Cheshire","Cheshire","CT","New Haven, CT","""New Haven-Milford, CT""",1527,1.03121007483117,78.26,,,284200,-0.350631136044881,-0.559832050384884,0.0049718508092893,,0.0841243253303555,0.0265486725663717,97
"City","Granite City","Granite City","IL","St. Louis, MO","""St. Louis, MO-IL""",1528,2.27322504106589,,,,67900,-1.02040816326531,5.10835913312694,0.032960235640648,,0.214096916299559,0.0353909465020576,84
"City","Milford","Milford","OH","Cincinnati, OH","""Cincinnati, OH-KY-IN""",1529,4.45245482752327,100,8.2652,1.9087,167300,-0.357355568790947,4.5625,0.0289420203227735,,0.0714052287581699,0.0297482837528604,72
"City","Dinuba","Dinuba","CA","Visalia, CA","""Visalia-Porterville, CA""",1530,6.2776054024457,100,9.8809,4.7635,185000,0.216684723726977,5.53337136337707,0.0393945945945946,,0.0973843058350101,0.0330578512396694,75
"City","Leawood","Leawood","KS","Kansas City, MO","""Kansas City, MO-KS""",1531,5.2400073006023,,,,436600,0.460193281178095,2.29615745079663,0.0181470453504351,,0.0532772150767914,0.0114320843109783,70
"City","Voorhees","Voorhees","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1532,0.639715276510312,75,,1.499,265800,-0.112739571589628,-0.709749719835637,0.0127878103837471,,0.122879301987397,0.110453648915187,101.5
"City","Northport","Northport","AL","Tuscaloosa, AL","""Tuscaloosa, AL""",1533,3.7223945975543,90.91,,0.7992,165600,1.59509202453988,1.90769230769231,0.0138647342995168,,0.20691428630072,0.0138077438374608,67
"City","Port Chester","Port Chester","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1535,6.57601752144552,,,,500300,0.542604501607717,10.3197353914002,0.031361183290026,,0.079502246802627,0.0869565217391304,120
"City","Raytown","Raytown","MO","Kansas City, MO","""Kansas City, MO-KS""",1536,6.32870961854353,85.71,,,107000,0.753295668549906,14.5610278372591,0.0364392523364485,,0.209222331142856,0.0277587566923199,70
"City","North Andover","North Andover","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1537,3.84285453549918,80,,7.6572,486300,0.371517027863777,6.41137855579869,0.024242237302077,,0.0778429602888087,0.0347826086956522,69.5
"City","Redmond","Redmond","OR","Bend, OR","""Bend-Redmond, OR""",1538,9.31009308267932,97.56,2.0387,2.9012,271800,0.89086859688196,10.0404858299595,0.0240103016924209,,0.0444496160111706,0.0209424083769633,82
"City","Burlingame","Burlingame","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1539,6.28581858003285,100,,,1918000,-0.114571398812624,3.26262517497577,0.0116611053180395,,0.010752688172043,0,42
"City","Franklin","Franklin","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",1540,2.65468151122468,,,,126000,0.079428117553614,3.87469084913438,0.0309126984126984,,0.09168731696328,0.0221130221130221,54.5
"City","Wailuku","Wailuku","HI","Kahului, HI","""Kahului-Wailuku-Lahaina, HI""",1541,9.20423434933382,100,5.8402,0.9578,566500,0.872507122507122,9.78682170542636,,,0.0489642184557439,0.0705128205128205,96
"City","Drexel Hill","Drexel Hill","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1542,1.7129038145647,,,,168500,0.657108721624851,6.78073510773131,0.0249495548961425,,0.22304060434372,0.0643522438611346,98
"City","Riviera Beach","Riviera Beach","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1543,8.0753787187443,88.89,,,203500,1.85185185185185,14.4544431946007,0.0401719901719901,,0.140087783467447,0.0835509138381201,111
"City","Searcy","Searcy","AR","Searcy, AR","""Searcy, AR""",1544,5.67074283628399,,,,126000,-0.865460267505901,12.8021486123545,,,0.115960099750623,0.0188172043010753,84.5
"City","Pickerington","Pickerington","OH","Columbus, OH","""Columbus, OH""",1545,6.63350976455558,90.48,3.9203,1.3047,218500,0.275355667737494,5.30120481927711,0.0374141876430205,,0.0603602528927592,0.0395256916996047,63
"City","Grandville","Grandville","MI","Grand Rapids, MI","""Grand Rapids-Wyoming, MI""",1546,9.56561416316846,100,,,193700,0.675675675675676,8.75912408759124,0.0402478058853897,,0.0441819772528434,0.0148514851485149,56
"City","Reisterstown","Reisterstown","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1547,2.87643730607775,83.33,10.8696,2.0488,257700,0.742767787333855,2.22134073780246,0.0256305781916957,,0.127520161290323,0.0500658761528327,97
"City","Watertown","Watertown","WI","Watertown, WI","""Watertown-Fort Atkinson, WI""",1548,1.00839569264464,50,,,152400,0,5.61330561330561,,,0.0807268366374001,0.0373520774518516,70.5
"City","Durango","Durango","CO","Durango, CO","""Durango, CO""",1549,6.4728965139624,100,,,395700,-0.502891626854413,4.71024080444562,,,0.0654865944170531,0.00389368780347542,97
"City","Farmers Branch","Farmers Branch","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1550,7.9412301514875,100,6.3068,,214800,1.03480714957667,10.09738595592,0.0545903165735568,,,,43
"City","Salem","Salem","NH","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1551,4.43967877349881,93.1,,,303700,-0.0658111220796315,8.23235923022096,0.0336713862364175,,0.0530115046244078,0.0382978723404255,58
"City","Johnston","Johnston","RI","Providence, RI","""Providence-Warwick, RI-MA""",1552,1.58514327432013,71.43,8.5961,6.1651,229000,0.703605980650836,5.67604983848639,0.0351790393013101,,0.11572192513369,0.0813308687615527,77
"City","Chili","Chili","NY","Rochester, NY","""Rochester, NY""",1553,0.618726044898704,,,,150900,0.399201596806387,-4.19047619047619,0.0131411530815109,,0.0439722769956484,0.105720844229764,72
"City","West Warwick","West Warwick","RI","Providence, RI","""Providence-Warwick, RI-MA""",1554,3.28618361014784,75,4.4445,6.8241,196600,0.511247443762781,7.90340285400659,0.0408901322482198,,0.135748915539678,0.0714285714285714,77.5
"City","Wildomar","Wildomar","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1555,7.49863113706881,94.12,5.6228,1.5485,390100,0.879234548745798,5.89033659066232,0.0472673673417072,,0.0917256396298313,0.0534124629080119,64.5
"City","Shaler Township","Shaler Township","PA","Pittsburgh, PA","""Pittsburgh, PA""",1556,8.78079941595182,100,2.5,,175900,0.456881781838949,6.86512758201701,0.0273280272882319,,0.0493398065483551,0.0424043922596381,65
"City","Golden Glades","Golden Glades","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1557,9.40865121372513,100,,,215700,1.64938737040528,18.6468646864686,0.0632313398238293,,0.116736990154712,0.156626506024096,174.5
"City","Los Altos","Los Altos","CA","San Jose, CA","""San Jose-Sunnyvale-Santa Clara, CA""",1558,9.05274685161526,100,,,2873100,0.384333181929353,4.51436886140415,0.0146392398454631,,0.0044478925198132,0,37
"City","Long Branch","Long Branch","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1559,4.788282533309,91.67,5.4861,1.1113,374000,-0.186816119562317,8.68933449578611,0.0362139037433156,,0.117688762850053,0.0993975903614458,126
"City","Temple City","Temple City","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1560,5.66983026099653,93.75,3.125,,753100,0.21290751829674,3.53313170195216,0.00387465144071175,,0.0323176361957525,0.019047619047619,63
"City","Burlington","Burlington","IA","Burlington, IA","""Burlington, IA-IL""",1561,4.76911845227231,100,,,88400,0.226757369614512,4.12249705535925,,,0.124888492417484,0.0119047619047619,
"City","Garfield Heights","Garfield Heights","OH","Cleveland, OH","""Cleveland-Elyria, OH""",1562,0.78846504836649,33.33,,6.1404,63700,0.473186119873817,6.87919463087248,0.0257299843014129,,0.375552282768778,0.0673202614379085,89
"City","Martinez","Martinez","GA","Augusta, SC","""Augusta-Richmond County, GA-SC""",1563,5.15970067530571,100,,,151700,0.397088021178028,3.54948805460751,0.0230784442979566,,0.0927144098299615,0.0174029451137885,71.5
"City","Ossining","Ossining","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1565,0.313013323599197,75,,,370500,0.379301002438364,2.60315702021601,0.0120404858299594,,0.0875322997416021,0.121771217712177,112
"City","Millville","Millville","NJ","Vineland, NJ","""Vineland-Bridgeton, NJ""",1566,0.456287643730608,66.67,25.9959,8.8031,125800,0.559552358113509,-1.6419077404222,0.0358346581875995,,0.20105680317041,0.170827858081472,114.5
"City","Shawnee","Shawnee","OK","Shawnee, OK","""Shawnee, OK""",1567,0.206242014966235,,,,82800,-0.240963855421687,-0.120627261761158,,,0.106415726026161,0.0486961786060199,77
"City","South Lake Tahoe","South Lake Tahoe","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",1569,8.10184340208067,90.57,1.4392,0.6487,406000,0.495049504950495,4.31654676258993,0.0301748768472907,,0.0605400696864111,0.0287769784172662,68
"City","Van Buren Township","Van Buren Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1570,5.09673298047089,100,,,179400,0.899887514060743,4.66744457409568,0.0310535117056856,,0.0995218700194794,0.0320284697508897,62
"City","Royal Palm Beach","Royal Palm Beach","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1571,1.35973717831721,81.82,,,279500,0.215130871280029,5.63114134542706,0.0128050089445437,,0.0839448720243422,0.0724946695095949,69.5
"City","Abingdon","Abingdon","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1572,2.85271034860376,53.33,3.8793,2.5178,244500,0.617283950617284,2.68794624107518,0.0271738241308794,,0.154793707331552,0.0450623202301055,82
"City","Pleasure Ridge Park","Pleasure Ridge Park","KY","Louisville/Jefferson County, KY","""Louisville/Jefferson County, KY-IN""",1573,5.02920240919876,86.96,,,120100,0.839630562552477,8.1008100810081,0.034954204829309,,0.0952112676056338,0.0414201183431953,58.5
"City","Town of Pittsford","Town of Pittsford","NY","Rochester, NY","""Rochester, NY""",1574,3.35462675670743,,,,278700,-0.464285714285714,-8.05014846585285,0.00757086472909929,,0.0455696202531646,0.0222222222222222,101
"City","Brooklyn Center","Brooklyn Center","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",1575,1.76674575652491,93.33,15.2009,4.4436,175900,0.571755288736421,5.58223289315726,0.0217851051733939,,0.108330694719275,0.0281747420445521,57
"City","San Lorenzo","San Lorenzo","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1576,9.03449534586603,100,,,580100,0.224602626123013,7.56536250695346,0.0185243923461471,,0.0386120532220193,0,43
"City","Livingston","Livingston","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1577,5.03376528563606,,,,566700,0.407512402551382,-0.193730186685453,0.0365307923063349,,0.0403418124006359,0.0591133004926108,88.5
"City","Oak Ridge","Oak Ridge","TN","Knoxville, TN","""Knoxville, TN""",1578,4.81839751779522,84.21,5.3106,1.8543,123500,0,7.57839721254355,0.0479919028340081,,0.124938514510576,0.0118110236220472,77
"City","Walnut","Walnut","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1579,9.0563971527651,100,,0.597,797100,0.618530674072204,7.77447268793943,0.0121302220549493,,0.0353218210361068,0.0222222222222222,63
"City","Southgate","Southgate","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1580,6.55959116627122,100,,,113100,0.892060660124888,10.7737512242899,0.0376215738284704,,0.140761769576532,0.0252100840336134,62
"City","Picnic Point-North Lynnwood","Picnic Point-North Lynnwood","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",1581,8.40116809636795,100,3.6381,3.9459,442900,0.339827820570911,12.8695208970438,0.0524294423120344,,0.0991086587436333,0.0171306209850107,42
"City","Shingle Springs","Shingle Springs","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",1582,7.96313195838657,92.86,1.5877,1.2409,432400,-0.207708285252712,3.37078651685393,0.0435476410730804,,0.0343428880475933,0.062992125984252,64.5
"City","Galloway","Galloway","NJ","Atlantic City, NJ","""Atlantic City-Hammonton, NJ""",1583,0.0401533126482935,46.15,9.1723,7.7726,154500,0,1.8457481872116,0.0160970873786408,,0.271908893245155,0.14539660614794,107
"City","Town of Niskayuna","Town of Niskayuna","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",1584,3.55721847052382,100,1.5492,,248800,-0.360432519022827,4.0568799665412,0.0151165594855305,,0.0772208244629379,0.0651629072681704,89
"City","Southington","Southington","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",1585,4.19237087059682,75,,0.7567,258400,0.427516517683638,1.77235131941709,0.0313390092879258,,0.0940492615705155,0.0506368796530861,82
"City","Oak Park","Oak Park","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1586,6.07227596276693,100,,,120600,0.249376558603491,12.5,0.0525290215588723,,0.149985823646158,0.0321361058601134,61
"City","Golden Gate","Golden Gate","FL","Naples, FL","""Naples-Immokalee-Marco Island, FL""",1587,7.69757254973535,76.92,,,239900,0.587002096436059,8.60117700316885,0.022325969153814,,0.049057732575531,0.0365853658536585,161
"City","Owatonna","Owatonna","MN","Owatonna, MN","""Owatonna, MN""",1588,7.7742288738821,84,,,160000,0.125156445556946,9.81468771448181,,,0.0701244813278008,0.0266272189349112,77
"City","Severn","Severn","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1589,2.72312465778427,63.64,3.1553,0.8032,340500,0.383254716981132,3.05690072639225,0.0284522760646109,,0.143060751826118,0.0523038605230386,76
"City","Keller","Keller","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1590,5.52381821500274,97.22,,,388000,0.232498062516146,5.09209100758397,0.0288144329896907,,,,56
"City","Long Beach","Long Beach","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1591,0.77295126847965,72.73,,,523600,-0.171591992373689,1.13965617152791,0.035857524828113,,0.0722326454033771,0.0995670995670996,130.5
"City","Northampton Township","Northampton Township","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1592,5.14327432013141,100,,1.1073,382400,0.0523286237571952,1.32485426603074,0.0135800209205021,,0.0579420579420579,0.0443349753694581,84
"City","East Haven","East Haven","CT","New Haven, CT","""New Haven-Milford, CT""",1593,0.0739185982843585,52.94,,,179700,0.279017857142857,-0.882515168229454,0.00523650528658881,,0.204307820995399,0.0736949846468782,97
"City","Pleasant Grove","Pleasant Grove","UT","Provo, UT","""Provo-Orem, UT""",1594,3.17849972622741,,,,262900,0.114242193450114,7.569558101473,0.0155230125523012,,0.108419645840294,0.00154083204930663,56
"City","Bristol Township","Bristol Township","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1595,2.90929001642636,100,,4.7025,184300,0.435967302452316,2.84598214285714,0.0187900162778079,,0.121907332433648,0.0996309963099631,89
"City","Shaker Heights","Shaker Heights","OH","Cleveland, OH","""Cleveland-Elyria, OH""",1596,0.737360832268662,80,8.8878,7.335,228500,-0.131118881118881,3.20686540198735,0.0133216630196937,,0.109238699444885,0.0762250453720508,113
"City","Laguna Hills","Laguna Hills","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1597,8.58277057857273,100,2.98,1.0228,748200,0.510478237506717,5.97733711048159,0.0107324244854317,,0.0392300194931774,0.0372670807453416,66
"City","Clinton","Clinton","TN","Knoxville, TN","""Knoxville, TN""",1598,8.00784814747217,87.5,4.4384,0.7962,127400,0.0785545954438335,13.75,0.0483516483516484,,0.1219754723235,0.0217391304347826,88
"City","Lansing","Lansing","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1599,0.178864756342398,75.86,,,108700,-0.548947849954254,3.13092979127135,0.0291536338546459,,0.309529860228717,0.0870279146141215,96
"City","Gahanna","Gahanna","OH","Columbus, OH","""Columbus, OH""",1600,4.33382004015331,95.65,4.6247,3.0687,209800,0,4.7952047952048,0.0392421353670163,,0.0734400324149109,0.0248275862068966,49.5
"City","Oakdale","Oakdale","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",1601,3.63569994524548,88.89,5.4166,2.1379,230900,-0.129757785467128,3.12639571237159,0.0156301429190127,,0.0734618916437098,0.0175,62
"City","Westfield","Westfield","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1602,9.12027742288739,96.3,0.842,1.3239,731100,0.246812011517894,4.63718334048948,0.0335644918615785,,0.0366513118365712,0.0382513661202186,107
"City","Hampden Township","Hampden Township","PA","Harrisburg, PA","""Harrisburg-Carlisle, PA""",1603,5.66800511042161,92.86,,,250500,0.400801603206413,2.7060270602706,0.0291656686626747,,0.0449152542372881,0.0251572327044025,70
"City","Commack","Commack","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1604,2.81711991239277,,,,457500,-0.326797385620915,6.09925788497217,0.0261289617486338,,0.0521795147090402,0.152263374485597,132.5
"City","Town of Milford","Town of Milford","MA","Worcester, MA","""Worcester, MA-CT""",1606,2.65833181237452,95,,6.0423,301300,-0.066334991708126,2.97334244702666,0.028854961832061,,0.102506825515016,0.036319612590799,74
"City","Inverness","Inverness","FL","Homosassa Springs, FL","""Homosassa Springs, FL""",1607,4.13944150392407,62.5,,,120400,0.584795321637427,14.8854961832061,,,0.11287311874335,0.0799180059631244,84
"City","Saint Charles","Saint Charles","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1608,2.10804891403541,77.78,,,269900,0.297287253808993,5.67736883320282,0.0309336791404224,,0.108027565654684,0.0379310344827586,71
"City","Branford","Branford","CT","New Haven, CT","""New Haven-Milford, CT""",1609,0.756524913305348,70,,,269000,0.111648678823967,0.22354694485842,0.0110446096654275,,0.121887550200803,0.0510708401976936,117.5
"City","Centereach","Centereach","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1610,0.759262639167731,,,,316900,-0.15752993068683,4.79497354497355,0.0333259703376458,,0.111246943765281,0.184615384615385,114
"City","Watertown","Watertown","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1611,9.79923343675853,100,,3.701,561500,0.5011634150707,9.71082454083627,0.0392698130008904,,0.0655216284987277,0,67
"City","Muscatine","Muscatine","IA","Muscatine, IA","""Muscatine, IA""",1612,5.71180872421975,,,,126200,0.317965023847377,2.10355987055016,,,0.0972780008924587,0.0252293577981651,89.5
"City","Allen Park","Allen Park","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1613,4.47891951085965,60,,,124800,0.726392251815981,13.2486388384755,0.0352083333333333,,0.146824586481519,0.0208623087621697,60
"City","Highland Park","Highland Park","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1614,1.36247490417959,79.41,,,502700,-0.337034099920698,-2.08414491624464,0.0068947682514422,,0.0762229806598407,0.0447761194029851,133
"City","Jeffersonville","Jeffersonville","IN","Louisville/Jefferson County, KY","""Louisville/Jefferson County, KY-IN""",1615,3.470523818215,,,,111000,0.361663652802893,5.01419110690634,0.0334864864864866,,0.142569347590268,0.0282608695652174,64
"City","Cranberry Township","Cranberry Township","PA","Pittsburgh, PA","""Pittsburgh, PA""",1616,8.20405183427633,95,,,293700,0.997248968363136,3.27004219409283,0.0236772216547498,,0.063972336287011,0.0101351351351351,80
"City","Shelbyville","Shelbyville","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",1617,4.68972440226319,,,,106300,0.283018867924528,4.72906403940887,0.035098777046096,,0.149882291394193,0.043630017452007,82.5
"City","Romeoville","Romeoville","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1618,2.4657784267202,75.86,,,178600,0.790067720090293,7.07434052757794,0.0352071668533034,,0.138850511190937,0.0716417910447761,71
"City","Camas","Camas","WA","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",1619,9.31830626026647,97.44,2.7094,1.2861,444200,0.248250959151433,7.68484848484848,0.040243133723548,,0.0420731707317073,0.0193236714975845,70
"City","Wetumpka","Wetumpka","AL","Montgomery, AL","""Montgomery, AL""",1620,2.64281803248768,,,,142600,-0.0700770847932726,5.62962962962963,0.0374403927068723,,0.143669204739916,0.0251639990217544,91
"City","Vernon Rockville","Vernon Rockville","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",1621,2.54699762730425,70,,1.3851,181800,1.11234705228031,0.275785990071704,0.0282398239823982,,0.163994502977554,0.0488826815642458,89
